record_id,tokenizer_name,test_name,baseline_token_count,char_count,compression_ratio,estimated_cost,fertility_rate,max_pieces_per_word,mean_tokens_per_sentence,nsl,oov_count,oov_rate,pieces_per_word,sentence_count,token_count,word_count,input_categories_json,input_metadata_json,output_metadata_json
4083093,gpt2,token_count,,,,,,,,,,,,,2069,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4083093"", ""title"": ""Enlightened Rogues"", ""url"": ""https://en.wikipedia.org/wiki/Enlightened%20Rogues""}",{}
4092912,gpt2,token_count,,,,,,,,,,,,,116,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4092912"", ""title"": ""San Justo"", ""url"": ""https://en.wikipedia.org/wiki/San%20Justo""}",{}
4054173,gpt2,token_count,,,,,,,,,,,,,154,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4054173"", ""title"": ""It's Hard to Write with a Little Hand"", ""url"": ""https://en.wikipedia.org/wiki/It%27s%20Hard%20to%20Write%20with%20a%20Little%20Hand""}",{}
4099100,gpt2,token_count,,,,,,,,,,,,,154,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4099100"", ""title"": ""Gangneung Stadium"", ""url"": ""https://en.wikipedia.org/wiki/Gangneung%20Stadium""}",{}
4100584,gpt2,token_count,,,,,,,,,,,,,130,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4100584"", ""title"": ""QuickWin"", ""url"": ""https://en.wikipedia.org/wiki/QuickWin""}",{}
4087259,gpt2,token_count,,,,,,,,,,,,,1108,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4087259"", ""title"": ""Doctor of both laws"", ""url"": ""https://en.wikipedia.org/wiki/Doctor%20of%20both%20laws""}",{}
4073104,gpt2,token_count,,,,,,,,,,,,,573,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4073104"", ""title"": ""Carcarañá River"", ""url"": ""https://en.wikipedia.org/wiki/Carcara%C3%B1%C3%A1%20River""}",{}
4049981,gpt2,token_count,,,,,,,,,,,,,1628,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4049981"", ""title"": ""Robert Mathis"", ""url"": ""https://en.wikipedia.org/wiki/Robert%20Mathis""}",{}
4050252,gpt2,token_count,,,,,,,,,,,,,953,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4050252"", ""title"": ""Dazhou"", ""url"": ""https://en.wikipedia.org/wiki/Dazhou""}",{}
4075172,gpt2,token_count,,,,,,,,,,,,,735,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4075172"", ""title"": ""Stereotypic movement disorder"", ""url"": ""https://en.wikipedia.org/wiki/Stereotypic%20movement%20disorder""}",{}
4079481,gpt2,token_count,,,,,,,,,,,,,563,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4079481"", ""title"": ""Easy (Kelly Willis album)"", ""url"": ""https://en.wikipedia.org/wiki/Easy%20%28Kelly%20Willis%20album%29""}",{}
2753,gpt2,token_count,,,,,,,,,,,,,2892,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""2753"", ""title"": ""AutoCAD"", ""url"": ""https://en.wikipedia.org/wiki/AutoCAD""}",{}
3402,gpt2,token_count,,,,,,,,,,,,,2900,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""3402"", ""title"": ""Bead"", ""url"": ""https://en.wikipedia.org/wiki/Bead""}",{}
593,gpt2,token_count,,,,,,,,,,,,,7610,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""593"", ""title"": ""Animation"", ""url"": ""https://en.wikipedia.org/wiki/Animation""}",{}
4097908,gpt2,token_count,,,,,,,,,,,,,257,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4097908"", ""title"": ""Lány"", ""url"": ""https://en.wikipedia.org/wiki/L%C3%A1ny""}",{}
4077911,gpt2,token_count,,,,,,,,,,,,,1433,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4077911"", ""title"": ""Mister M (character)"", ""url"": ""https://en.wikipedia.org/wiki/Mister%20M%20%28character%29""}",{}
4072161,gpt2,token_count,,,,,,,,,,,,,135,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4072161"", ""title"": ""Weather and Forecasting"", ""url"": ""https://en.wikipedia.org/wiki/Weather%20and%20Forecasting""}",{}
1162,gpt2,token_count,,,,,,,,,,,,,8689,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""1162"", ""title"": ""Accordion"", ""url"": ""https://en.wikipedia.org/wiki/Accordion""}",{}
4049196,gpt2,token_count,,,,,,,,,,,,,578,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4049196"", ""title"": ""Fabiola Campomanes"", ""url"": ""https://en.wikipedia.org/wiki/Fabiola%20Campomanes""}",{}
4057682,gpt2,token_count,,,,,,,,,,,,,310,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4057682"", ""title"": ""Tortolì"", ""url"": ""https://en.wikipedia.org/wiki/Tortol%C3%AC""}",{}
4102358,gpt2,token_count,,,,,,,,,,,,,306,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4102358"", ""title"": ""Root River (Wisconsin)"", ""url"": ""https://en.wikipedia.org/wiki/Root%20River%20%28Wisconsin%29""}",{}
4078737,gpt2,token_count,,,,,,,,,,,,,1099,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4078737"", ""title"": ""Matthew Egan"", ""url"": ""https://en.wikipedia.org/wiki/Matthew%20Egan""}",{}
4062171,gpt2,token_count,,,,,,,,,,,,,553,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4062171"", ""title"": ""After All (David Bowie song)"", ""url"": ""https://en.wikipedia.org/wiki/After%20All%20%28David%20Bowie%20song%29""}",{}
2734,gpt2,token_count,,,,,,,,,,,,,6536,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""2734"", ""title"": ""April 24"", ""url"": ""https://en.wikipedia.org/wiki/April%2024""}",{}
4090870,gpt2,token_count,,,,,,,,,,,,,96,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4090870"", ""title"": ""Mount Keigetsu"", ""url"": ""https://en.wikipedia.org/wiki/Mount%20Keigetsu""}",{}
4102640,gpt2,token_count,,,,,,,,,,,,,7739,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4102640"", ""title"": ""Meaning (philosophy)"", ""url"": ""https://en.wikipedia.org/wiki/Meaning%20%28philosophy%29""}",{}
4048985,gpt2,token_count,,,,,,,,,,,,,968,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4048985"", ""title"": ""Mark Frankel"", ""url"": ""https://en.wikipedia.org/wiki/Mark%20Frankel""}",{}
4094421,gpt2,token_count,,,,,,,,,,,,,707,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4094421"", ""title"": ""Torino 2006 (video game)"", ""url"": ""https://en.wikipedia.org/wiki/Torino%202006%20%28video%20game%29""}",{}
1734,gpt2,token_count,,,,,,,,,,,,,1885,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""1734"", ""title"": ""Anah"", ""url"": ""https://en.wikipedia.org/wiki/Anah""}",{}
4065432,gpt2,token_count,,,,,,,,,,,,,664,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4065432"", ""title"": ""Beattie Feathers"", ""url"": ""https://en.wikipedia.org/wiki/Beattie%20Feathers""}",{}
4084872,gpt2,token_count,,,,,,,,,,,,,1895,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4084872"", ""title"": ""Sherlock Hound"", ""url"": ""https://en.wikipedia.org/wiki/Sherlock%20Hound""}",{}
4065618,gpt2,token_count,,,,,,,,,,,,,954,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4065618"", ""title"": ""Slovene Littoral"", ""url"": ""https://en.wikipedia.org/wiki/Slovene%20Littoral""}",{}
4048108,gpt2,token_count,,,,,,,,,,,,,122,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4048108"", ""title"": ""Ranjan Das"", ""url"": ""https://en.wikipedia.org/wiki/Ranjan%20Das""}",{}
1767,gpt2,token_count,,,,,,,,,,,,,2444,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""1767"", ""title"": ""Ammianus Marcellinus"", ""url"": ""https://en.wikipedia.org/wiki/Ammianus%20Marcellinus""}",{}
4091047,gpt2,token_count,,,,,,,,,,,,,435,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4091047"", ""title"": ""Grasshopper (chess)"", ""url"": ""https://en.wikipedia.org/wiki/Grasshopper%20%28chess%29""}",{}
1587,gpt2,token_count,,,,,,,,,,,,,1645,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""1587"", ""title"": ""Alexander of Pherae"", ""url"": ""https://en.wikipedia.org/wiki/Alexander%20of%20Pherae""}",{}
4090319,gpt2,token_count,,,,,,,,,,,,,285,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4090319"", ""title"": ""Special Warfare Group (Singapore)"", ""url"": ""https://en.wikipedia.org/wiki/Special%20Warfare%20Group%20%28Singapore%29""}",{}
4076466,gpt2,token_count,,,,,,,,,,,,,220,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4076466"", ""title"": ""Skillet Fork"", ""url"": ""https://en.wikipedia.org/wiki/Skillet%20Fork""}",{}
4067406,gpt2,token_count,,,,,,,,,,,,,220,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4067406"", ""title"": ""Labasa (Open Constituency, Fiji)"", ""url"": ""https://en.wikipedia.org/wiki/Labasa%20%28Open%20Constituency%2C%20Fiji%29""}",{}
4237,gpt2,token_count,,,,,,,,,,,,,4478,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4237"", ""title"": ""Barnard College"", ""url"": ""https://en.wikipedia.org/wiki/Barnard%20College""}",{}
4073683,gpt2,token_count,,,,,,,,,,,,,64,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4073683"", ""title"": ""Trashman"", ""url"": ""https://en.wikipedia.org/wiki/Trashman""}",{}
3634,gpt2,token_count,,,,,,,,,,,,,7890,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""3634"", ""title"": ""Economy of Brazil"", ""url"": ""https://en.wikipedia.org/wiki/Economy%20of%20Brazil""}",{}
1017,gpt2,token_count,,,,,,,,,,,,,13310,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""1017"", ""title"": ""Allen Ginsberg"", ""url"": ""https://en.wikipedia.org/wiki/Allen%20Ginsberg""}",{}
3237,gpt2,token_count,,,,,,,,,,,,,2984,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""3237"", ""title"": ""National Alliance (Italy)"", ""url"": ""https://en.wikipedia.org/wiki/National%20Alliance%20%28Italy%29""}",{}
4049187,gpt2,token_count,,,,,,,,,,,,,236,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4049187"", ""title"": ""Gömeç"", ""url"": ""https://en.wikipedia.org/wiki/G%C3%B6me%C3%A7""}",{}
1543,gpt2,token_count,,,,,,,,,,,,,819,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""1543"", ""title"": ""Agapanthus africanus"", ""url"": ""https://en.wikipedia.org/wiki/Agapanthus%20africanus""}",{}
4087965,gpt2,token_count,,,,,,,,,,,,,1436,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4087965"", ""title"": ""Genetic analysis"", ""url"": ""https://en.wikipedia.org/wiki/Genetic%20analysis""}",{}
4052084,gpt2,token_count,,,,,,,,,,,,,451,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4052084"", ""title"": ""Anthony Lefroy (Irish politician)"", ""url"": ""https://en.wikipedia.org/wiki/Anthony%20Lefroy%20%28Irish%20politician%29""}",{}
4102499,gpt2,token_count,,,,,,,,,,,,,2787,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4102499"", ""title"": ""İkizce"", ""url"": ""https://en.wikipedia.org/wiki/%C4%B0kizce""}",{}
2712,gpt2,token_count,,,,,,,,,,,,,2114,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""2712"", ""title"": ""Aberdour"", ""url"": ""https://en.wikipedia.org/wiki/Aberdour""}",{}
5560,gpt2,token_count,,,,,,,,,,,,,862,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""5560"", ""title"": ""Foreign relations of Costa Rica"", ""url"": ""https://en.wikipedia.org/wiki/Foreign%20relations%20of%20Costa%20Rica""}",{}
2331,gpt2,token_count,,,,,,,,,,,,,373,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""2331"", ""title"": ""ACN"", ""url"": ""https://en.wikipedia.org/wiki/ACN""}",{}
4045840,gpt2,token_count,,,,,,,,,,,,,737,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4045840"", ""title"": ""Sarah Abitbol"", ""url"": ""https://en.wikipedia.org/wiki/Sarah%20Abitbol""}",{}
4088382,gpt2,token_count,,,,,,,,,,,,,1962,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4088382"", ""title"": ""Square-free word"", ""url"": ""https://en.wikipedia.org/wiki/Square-free%20word""}",{}
1794,gpt2,token_count,,,,,,,,,,,,,7598,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""1794"", ""title"": ""August 30"", ""url"": ""https://en.wikipedia.org/wiki/August%2030""}",{}
4071932,gpt2,token_count,,,,,,,,,,,,,2600,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4071932"", ""title"": ""Lohne, Germany"", ""url"": ""https://en.wikipedia.org/wiki/Lohne%2C%20Germany""}",{}
4306,gpt2,token_count,,,,,,,,,,,,,5624,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4306"", ""title"": ""Beltane"", ""url"": ""https://en.wikipedia.org/wiki/Beltane""}",{}
4100992,gpt2,token_count,,,,,,,,,,,,,979,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4100992"", ""title"": ""Ogilvie syndrome"", ""url"": ""https://en.wikipedia.org/wiki/Ogilvie%20syndrome""}",{}
4089203,gpt2,token_count,,,,,,,,,,,,,645,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4089203"", ""title"": ""Thomas Miller"", ""url"": ""https://en.wikipedia.org/wiki/Thomas%20Miller""}",{}
1787,gpt2,token_count,,,,,,,,,,,,,8566,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""1787"", ""title"": ""April 9"", ""url"": ""https://en.wikipedia.org/wiki/April%209""}",{}
4093371,gpt2,token_count,,,,,,,,,,,,,2090,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4093371"", ""title"": ""Gulet"", ""url"": ""https://en.wikipedia.org/wiki/Gulet""}",{}
4081012,gpt2,token_count,,,,,,,,,,,,,1421,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4081012"", ""title"": ""Igor Maslennikov"", ""url"": ""https://en.wikipedia.org/wiki/Igor%20Maslennikov""}",{}
4081769,gpt2,token_count,,,,,,,,,,,,,816,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4081769"", ""title"": ""Danny Rodriguez"", ""url"": ""https://en.wikipedia.org/wiki/Danny%20Rodriguez""}",{}
4088209,gpt2,token_count,,,,,,,,,,,,,551,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4088209"", ""title"": ""Jayson Stark"", ""url"": ""https://en.wikipedia.org/wiki/Jayson%20Stark""}",{}
901,gpt2,token_count,,,,,,,,,,,,,7571,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""901"", ""title"": ""Astatine"", ""url"": ""https://en.wikipedia.org/wiki/Astatine""}",{}
4087840,gpt2,compression_ratio,,2082,0.24639769452449567,,,,,,,,,,513,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4087840"", ""title"": ""Criolla"", ""url"": ""https://en.wikipedia.org/wiki/Criolla""}",{}
4047335,gpt2,compression_ratio,,1926,0.21806853582554517,,,,,,,,,,420,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4047335"", ""title"": ""SRE"", ""url"": ""https://en.wikipedia.org/wiki/SRE""}",{}
5387,gpt2,compression_ratio,,27626,0.1970607398827192,,,,,,,,,,5444,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""5387"", ""title"": ""Condensed matter physics"", ""url"": ""https://en.wikipedia.org/wiki/Condensed%20matter%20physics""}",{}
4073210,gpt2,compression_ratio,,5567,0.2042392671097539,,,,,,,,,,1137,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4073210"", ""title"": ""Daniel P. Schrag"", ""url"": ""https://en.wikipedia.org/wiki/Daniel%20P.%20Schrag""}",{}
4080917,gpt2,compression_ratio,,12003,0.18686994917937183,,,,,,,,,,2243,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4080917"", ""title"": ""Data transformation (computing)"", ""url"": ""https://en.wikipedia.org/wiki/Data%20transformation%20%28computing%29""}",{}
4070159,gpt2,compression_ratio,,6806,0.23934763444019982,,,,,,,,,,1629,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4070159"", ""title"": ""Pigs Have Wings"", ""url"": ""https://en.wikipedia.org/wiki/Pigs%20Have%20Wings""}",{}
4068176,gpt2,compression_ratio,,1894,0.2296726504751848,,,,,,,,,,435,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4068176"", ""title"": ""List of Australian Army generals"", ""url"": ""https://en.wikipedia.org/wiki/List%20of%20Australian%20Army%20generals""}",{}
4083384,gpt2,compression_ratio,,2958,0.3035835023664638,,,,,,,,,,898,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4083384"", ""title"": ""Timeless: The Classics Vol. 2"", ""url"": ""https://en.wikipedia.org/wiki/Timeless%3A%20The%20Classics%20Vol.%202""}",{}
4083262,gpt2,compression_ratio,,292,0.24315068493150685,,,,,,,,,,71,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4083262"", ""title"": ""KLI"", ""url"": ""https://en.wikipedia.org/wiki/KLI""}",{}
4614,gpt2,compression_ratio,,66384,0.23019100988189925,,,,,,,,,,15281,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4614"", ""title"": ""Boeing 747"", ""url"": ""https://en.wikipedia.org/wiki/Boeing%20747""}",{}
4091737,gpt2,compression_ratio,,985,0.22741116751269036,,,,,,,,,,224,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4091737"", ""title"": ""Fiction International"", ""url"": ""https://en.wikipedia.org/wiki/Fiction%20International""}",{}
4055222,gpt2,compression_ratio,,3501,0.2527849185946872,,,,,,,,,,885,,"{""source"": ""huggingface"", ""split"": ""train""}","{""id"": ""4055222"", ""title"": ""London Symphony Chorus"", ""url"": ""https://en.wikipedia.org/wiki/London%20Symphony%20Chorus""}",{}
